Extension,Technology,Enable Voicemail,CallerID Number,SIP/IAX Password,Voicemail Password,Skip Voicemail Password Verification,Ring Timeout,Auto Record,SRTP,Fax Detection,Strategy,Local Subnet 1,Local Subnet 2,Local Subnet 3,Local Subnet 4,Local Subnet 5,Local Subnet 6,Local Subnet 7,Local Subnet 8,Local Subnet 9,Local Subnet 10,Specific IP Address,Skip Trunk Auth,Codec Preference,Permission,NAT,Can Reinvite,DTMF Mode,Insecure,Enable Keep-alive,Keep-alive Frequency,AuthID,TEL URI,Call Forward Busy,Call Forward No Answer,Call Forward Unconditional,Support Hot-Desking Mode,Dial Trunk Password,Disable This Extension,CFU Time Condition,CFN Time Condition,CFB Time Condition,First Name,Last Name,Email Address,Language
1009,SIP,yes,,test123,80275,yes,12,yes,yes,yes,Local Subnet Only,192.168.11.0,192.168.161.0,192.168.151.0,192.168.141.0,192.168.111.0,192.168.131.0,192.168.155.0,192.168.166.0,192.168.51.0,192.168.151.0,,yes,"PCMU,PCMA,GSM,G.722,G.729,H.264,ILBC,AAL2-G.726-32,ADPCM,G.723,H.263,H.263p",International,yes,yes,RFC2833,Port,yes,60,dfdfdd,User=Phone,33253,43434,43434,no,,no,All Time,All Time,All Time,,,,Default
1010,SIP,yes,,test123,80275,yes,12,yes,yes,yes,Local Subnet Only,192.168.11.0,192.168.161.0,192.168.151.0,192.168.141.0,192.168.111.0,192.168.131.0,192.168.155.0,192.168.166.0,192.168.51.0,192.168.151.0,,yes,"PCMU,PCMA,GSM,G.722,G.729,H.264,ILBC,AAL2-G.726-32,ADPCM,G.723,H.263,H.263p",International,yes,yes,RFC2833,Port,yes,60,dfdfdd,User=Phone,33253,43434,43434,no,,no,All Time,All Time,All Time,,,,Default
1011,SIP,yes,,test123,80275,yes,12,yes,yes,yes,Local Subnet Only,192.168.11.0,192.168.161.0,192.168.151.0,192.168.141.0,192.168.111.0,192.168.131.0,192.168.155.0,192.168.166.0,192.168.51.0,192.168.151.0,,yes,"PCMU,PCMA,GSM,G.722,G.729,H.264,ILBC,AAL2-G.726-32,ADPCM,G.723,H.263,H.263p",International,yes,yes,RFC2833,Port,yes,60,dfdfdd,User=Phone,33253,43434,43434,no,,no,All Time,All Time,All Time,,,,Default
1012,SIP,yes,,test123,80275,yes,12,yes,yes,yes,Local Subnet Only,192.168.11.0,192.168.161.0,192.168.151.0,192.168.141.0,192.168.111.0,192.168.131.0,192.168.155.0,192.168.166.0,192.168.51.0,192.168.151.0,,yes,"PCMU,PCMA,GSM,G.722,G.729,H.264,ILBC,AAL2-G.726-32,ADPCM,G.723,H.263,H.263p",International,yes,yes,RFC2833,Port,yes,60,dfdfdd,User=Phone,33253,43434,43434,no,,no,All Time,All Time,All Time,,,,Default
1013,SIP,yes,,test123,80275,yes,12,yes,yes,yes,Local Subnet Only,192.168.11.0,192.168.161.0,192.168.151.0,192.168.141.0,192.168.111.0,192.168.131.0,192.168.155.0,192.168.166.0,192.168.51.0,192.168.151.0,,yes,"PCMU,PCMA,GSM,G.722,G.729,H.264,ILBC,AAL2-G.726-32,ADPCM,G.723,H.263,H.263p",International,yes,yes,RFC2833,Port,yes,60,dfdfdd,User=Phone,33253,43434,43434,no,,no,All Time,All Time,All Time,,,,Default
1014,SIP,yes,,test123,80275,yes,12,yes,yes,yes,Local Subnet Only,192.168.11.0,192.168.161.0,192.168.151.0,192.168.141.0,192.168.111.0,192.168.131.0,192.168.155.0,192.168.166.0,192.168.51.0,192.168.151.0,,yes,"PCMU,PCMA,GSM,G.722,G.729,H.264,ILBC,AAL2-G.726-32,ADPCM,G.723,H.263,H.263p",International,yes,yes,RFC2833,Port,yes,60,dfdfdd,User=Phone,33253,43434,43434,no,,no,All Time,All Time,All Time,,,,Default
1015,SIP,yes,,test123,80275,yes,12,yes,yes,yes,Local Subnet Only,192.168.11.0,192.168.161.0,192.168.151.0,192.168.141.0,192.168.111.0,192.168.131.0,192.168.155.0,192.168.166.0,192.168.51.0,192.168.151.0,,yes,"PCMU,PCMA,GSM,G.722,G.729,H.264,ILBC,AAL2-G.726-32,ADPCM,G.723,H.263,H.263p",International,yes,yes,RFC2833,Port,yes,60,dfdfdd,User=Phone,33253,43434,43434,no,,no,All Time,All Time,All Time,,,,Default
1016,SIP,yes,,test123,80275,yes,12,yes,yes,yes,Local Subnet Only,192.168.11.0,192.168.161.0,192.168.151.0,192.168.141.0,192.168.111.0,192.168.131.0,192.168.155.0,192.168.166.0,192.168.51.0,192.168.151.0,,yes,"PCMU,PCMA,GSM,G.722,G.729,H.264,ILBC,AAL2-G.726-32,ADPCM,G.723,H.263,H.263p",International,yes,yes,RFC2833,Port,yes,60,dfdfdd,User=Phone,33253,43434,43434,no,,no,All Time,All Time,All Time,,,,Default
1017,SIP,yes,,test123,80275,yes,12,yes,yes,yes,Local Subnet Only,192.168.11.0,192.168.161.0,192.168.151.0,192.168.141.0,192.168.111.0,192.168.131.0,192.168.155.0,192.168.166.0,192.168.51.0,192.168.151.0,,yes,"PCMU,PCMA,GSM,G.722,G.729,H.264,ILBC,AAL2-G.726-32,ADPCM,G.723,H.263,H.263p",International,yes,yes,RFC2833,Port,yes,60,dfdfdd,User=Phone,33253,43434,43434,no,,no,All Time,All Time,All Time,,,,Default
1018,SIP,yes,,test123,80275,yes,12,yes,yes,yes,Local Subnet Only,192.168.11.0,192.168.161.0,192.168.151.0,192.168.141.0,192.168.111.0,192.168.131.0,192.168.155.0,192.168.166.0,192.168.51.0,192.168.151.0,,yes,"PCMU,PCMA,GSM,G.722,G.729,H.264,ILBC,AAL2-G.726-32,ADPCM,G.723,H.263,H.263p",International,yes,yes,RFC2833,Port,yes,60,dfdfdd,User=Phone,33253,43434,43434,no,,no,All Time,All Time,All Time,,,,Default
1019,SIP,yes,,test123,80275,yes,12,yes,yes,yes,Local Subnet Only,192.168.11.0,192.168.161.0,192.168.151.0,192.168.141.0,192.168.111.0,192.168.131.0,192.168.155.0,192.168.166.0,192.168.51.0,192.168.151.0,,yes,"PCMU,PCMA,GSM,G.722,G.729,H.264,ILBC,AAL2-G.726-32,ADPCM,G.723,H.263,H.263p",International,yes,yes,RFC2833,Port,yes,60,dfdfdd,User=Phone,33253,43434,43434,no,,no,All Time,All Time,All Time,,,,Default
1020,SIP,yes,,test123,80275,yes,12,yes,yes,yes,Local Subnet Only,192.168.11.0,192.168.161.0,192.168.151.0,192.168.141.0,192.168.111.0,192.168.131.0,192.168.155.0,192.168.166.0,192.168.51.0,192.168.151.0,,yes,"PCMU,PCMA,GSM,G.722,G.729,H.264,ILBC,AAL2-G.726-32,ADPCM,G.723,H.263,H.263p",International,yes,yes,RFC2833,Port,yes,60,dfdfdd,User=Phone,33253,43434,43434,no,,no,All Time,All Time,All Time,,,,Default
1021,SIP,yes,,test123,80275,yes,12,yes,yes,yes,Local Subnet Only,192.168.11.0,192.168.161.0,192.168.151.0,192.168.141.0,192.168.111.0,192.168.131.0,192.168.155.0,192.168.166.0,192.168.51.0,192.168.151.0,,yes,"PCMU,PCMA,GSM,G.722,G.729,H.264,ILBC,AAL2-G.726-32,ADPCM,G.723,H.263,H.263p",International,yes,yes,RFC2833,Port,yes,60,dfdfdd,User=Phone,33253,43434,43434,no,,no,All Time,All Time,All Time,,,,Default
1022,SIP,yes,,test123,80275,yes,12,yes,yes,yes,Local Subnet Only,192.168.11.0,192.168.161.0,192.168.151.0,192.168.141.0,192.168.111.0,192.168.131.0,192.168.155.0,192.168.166.0,192.168.51.0,192.168.151.0,,yes,"PCMU,PCMA,GSM,G.722,G.729,H.264,ILBC,AAL2-G.726-32,ADPCM,G.723,H.263,H.263p",International,yes,yes,RFC2833,Port,yes,60,dfdfdd,User=Phone,33253,43434,43434,no,,no,All Time,All Time,All Time,,,,Default
1023,SIP,yes,,test123,80275,yes,12,yes,yes,yes,Local Subnet Only,192.168.11.0,192.168.161.0,192.168.151.0,192.168.141.0,192.168.111.0,192.168.131.0,192.168.155.0,192.168.166.0,192.168.51.0,192.168.151.0,,yes,"PCMU,PCMA,GSM,G.722,G.729,H.264,ILBC,AAL2-G.726-32,ADPCM,G.723,H.263,H.263p",International,yes,yes,RFC2833,Port,yes,60,dfdfdd,User=Phone,33253,43434,43434,no,,no,All Time,All Time,All Time,,,,Default
1024,SIP,yes,,test123,80275,yes,12,yes,yes,yes,Local Subnet Only,192.168.11.0,192.168.161.0,192.168.151.0,192.168.141.0,192.168.111.0,192.168.131.0,192.168.155.0,192.168.166.0,192.168.51.0,192.168.151.0,,yes,"PCMU,PCMA,GSM,G.722,G.729,H.264,ILBC,AAL2-G.726-32,ADPCM,G.723,H.263,H.263p",International,yes,yes,RFC2833,Port,yes,60,dfdfdd,User=Phone,33253,43434,43434,no,,no,All Time,All Time,All Time,,,,Default
1025,SIP,yes,,test123,80275,yes,12,yes,yes,yes,Local Subnet Only,192.168.11.0,192.168.161.0,192.168.151.0,192.168.141.0,192.168.111.0,192.168.131.0,192.168.155.0,192.168.166.0,192.168.51.0,192.168.151.0,,yes,"PCMU,PCMA,GSM,G.722,G.729,H.264,ILBC,AAL2-G.726-32,ADPCM,G.723,H.263,H.263p",International,yes,yes,RFC2833,Port,yes,60,dfdfdd,User=Phone,33253,43434,43434,no,,no,All Time,All Time,All Time,,,,Default
1026,SIP,yes,,test123,80275,yes,12,yes,yes,yes,Local Subnet Only,192.168.11.0,192.168.161.0,192.168.151.0,192.168.141.0,192.168.111.0,192.168.131.0,192.168.155.0,192.168.166.0,192.168.51.0,192.168.151.0,,yes,"PCMU,PCMA,GSM,G.722,G.729,H.264,ILBC,AAL2-G.726-32,ADPCM,G.723,H.263,H.263p",International,yes,yes,RFC2833,Port,yes,60,dfdfdd,User=Phone,33253,43434,43434,no,,no,All Time,All Time,All Time,,,,Default
1027,SIP,yes,,test123,80275,yes,12,yes,yes,yes,Local Subnet Only,192.168.11.0,192.168.161.0,192.168.151.0,192.168.141.0,192.168.111.0,192.168.131.0,192.168.155.0,192.168.166.0,192.168.51.0,192.168.151.0,,yes,"PCMU,PCMA,GSM,G.722,G.729,H.264,ILBC,AAL2-G.726-32,ADPCM,G.723,H.263,H.263p",International,yes,yes,RFC2833,Port,yes,60,dfdfdd,User=Phone,33253,43434,43434,no,,no,All Time,All Time,All Time,,,,Default
1028,SIP,yes,,test123,80275,yes,12,yes,yes,yes,Local Subnet Only,192.168.11.0,192.168.161.0,192.168.151.0,192.168.141.0,192.168.111.0,192.168.131.0,192.168.155.0,192.168.166.0,192.168.51.0,192.168.151.0,,yes,"PCMU,PCMA,GSM,G.722,G.729,H.264,ILBC,AAL2-G.726-32,ADPCM,G.723,H.263,H.263p",International,yes,yes,RFC2833,Port,yes,60,dfdfdd,User=Phone,33253,43434,43434,no,,no,All Time,All Time,All Time,,,,Default
1029,SIP,yes,,test123,80275,yes,12,yes,yes,yes,Local Subnet Only,192.168.11.0,192.168.161.0,192.168.151.0,192.168.141.0,192.168.111.0,192.168.131.0,192.168.155.0,192.168.166.0,192.168.51.0,192.168.151.0,,yes,"PCMU,PCMA,GSM,G.722,G.729,H.264,ILBC,AAL2-G.726-32,ADPCM,G.723,H.263,H.263p",International,yes,yes,RFC2833,Port,yes,60,dfdfdd,User=Phone,33253,43434,43434,no,,no,All Time,All Time,All Time,,,,Default
1153,SIP,yes,,test123,80275,yes,12,yes,yes,yes,Local Subnet Only,192.168.11.0,192.168.161.0,192.168.151.0,192.168.141.0,192.168.111.0,192.168.131.0,192.168.155.0,192.168.166.0,192.168.51.0,192.168.151.0,,yes,"PCMU,PCMA,GSM,G.722,G.729,H.264,ILBC,AAL2-G.726-32,ADPCM,G.723,H.263,H.263p",International,yes,yes,RFC2833,Port,yes,60,dfdfdd,User=Phone,33253,43434,43434,no,,no,All Time,All Time,All Time,,,,Default
1175,SIP,yes,,test123,80275,yes,12,yes,yes,yes,Local Subnet Only,192.168.11.0,192.168.161.0,192.168.151.0,192.168.141.0,192.168.111.0,192.168.131.0,192.168.155.0,192.168.166.0,192.168.51.0,192.168.151.0,,yes,"PCMU,PCMA,GSM,G.722,G.729,H.264,ILBC,AAL2-G.726-32,ADPCM,G.723,H.263,H.263p",International,yes,yes,RFC2833,Port,yes,60,dfdfdd,User=Phone,33253,43434,43434,no,,no,All Time,All Time,All Time,,,,Default
